day,price,state
1986-06-02,0.468,NY
1986-06-02,0.445,TX
1986-06-03,0.436,NY
1986-06-03,0.418,TX
1986-06-04,0.418,NY
1986-06-04,0.398,TX
1986-06-05,0.415,TX
1986-06-05,0.431,NY
1986-06-06,0.403,TX
1986-06-06,0.421,NY
1986-06-09,0.409,NY
1986-06-09,0.398,TX
1986-06-10,0.405,NY
1986-06-10,0.395,TX
1986-06-11,0.42,TX
1986-06-11,0.431,NY
1986-06-12,0.436,NY
1986-06-12,0.425,TX
1986-06-13,0.445,NY
1986-06-13,0.434,TX
1986-06-16,0.429,NY
1986-06-16,0.419,TX
1986-06-17,0.418,TX
1986-06-17,0.422,NY
1986-06-18,0.411,NY
1986-06-18,0.406,TX
1986-06-19,0.415,NY
1986-06-19,0.408,TX
1986-06-20,0.406,NY
1986-06-20,0.408,TX
1986-06-23,0.395,TX
1986-06-23,0.406,NY
1986-06-24,0.409,NY
1986-06-24,0.393,TX
1986-06-25,0.411,TX
1986-06-25,0.419,NY
1986-06-26,0.405,NY
1986-06-26,0.394,TX
1986-06-27,0.4,TX
1986-06-27,0.405,NY
1986-06-30,0.385,TX
1986-06-30,0.399,NY
1986-07-01,0.384,TX
1986-07-01,0.391,NY
1986-07-02,0.377,NY
1986-07-02,0.369,TX
1986-07-03,0.366,TX
1986-07-03,0.373,NY
1986-07-07,0.354,NY
1986-07-07,0.345,TX
1986-07-08,0.349,TX
1986-07-08,0.35,NY
1986-07-09,0.339,TX
1986-07-09,0.341,NY
1986-07-10,0.35,NY
1986-07-10,0.345,TX
1986-07-11,0.334,NY
1986-07-11,0.331,TX
1986-07-14,0.319,NY
1986-07-14,0.316,TX
1986-07-15,0.333,TX
1986-07-15,0.338,NY
1986-07-16,0.343,TX
1986-07-16,0.344,NY
1986-07-17,0.331,TX
1986-07-17,0.335,NY
1986-07-18,0.344,NY
1986-07-18,0.335,TX
1986-07-21,0.339,TX
1986-07-21,0.349,NY
1986-07-22,0.325,TX
1986-07-22,0.328,NY
1986-07-23,0.335,NY
1986-07-23,0.319,TX
1986-07-24,0.33,NY
1986-07-24,0.319,TX
1986-07-25,0.321,NY
1986-07-25,0.31,TX
1986-07-28,0.308,NY
1986-07-28,0.305,TX
1986-07-29,0.316,TX
1986-07-29,0.315,NY
1986-07-30,0.329,NY
1986-07-30,0.321,TX
1986-07-31,0.309,NY
1986-07-31,0.305,TX
1986-08-01,0.311,TX
1986-08-01,0.318,NY
1986-08-04,0.355,TX
1986-08-04,0.358,NY
1986-08-05,0.401,NY
1986-08-05,0.39,TX
1986-08-06,0.41,NY
1986-08-06,0.396,TX
1986-08-07,0.42,NY
1986-08-07,0.409,TX
1986-08-08,0.401,TX
1986-08-08,0.411,NY
1986-08-11,0.413,NY
1986-08-11,0.404,TX
1986-08-12,0.436,NY
1986-08-12,0.433,TX
1986-08-13,0.431,TX
1986-08-13,0.441,NY
1986-08-14,0.441,NY
1986-08-14,0.43,TX
1986-08-15,0.439,TX
1986-08-15,0.446,NY
1986-08-18,0.45,NY
1986-08-18,0.446,TX
1986-08-19,0.426,TX
1986-08-19,0.436,NY
1986-08-20,0.435,TX
1986-08-20,0.446,NY
1986-08-21,0.438,TX
1986-08-21,0.446,NY
1986-08-22,0.439,TX
1986-08-22,0.443,NY
1986-08-25,0.43,TX
1986-08-25,0.443,NY
1986-08-26,0.426,TX
1986-08-26,0.448,NY
1986-08-27,0.426,TX
1986-08-27,0.44,NY
1986-08-28,0.446,NY
1986-08-28,0.434,TX
1986-08-29,0.439,TX
1986-08-29,0.453,NY
1986-09-02,0.444,TX
1986-09-02,0.459,NY
1986-09-03,0.436,TX
1986-09-03,0.454,NY
1986-09-04,0.441,TX
1986-09-04,0.457,NY
1986-09-05,0.444,TX
1986-09-05,0.46,NY
1986-09-08,0.431,TX
1986-09-08,0.441,NY
1986-09-09,0.416,TX
1986-09-09,0.429,NY
1986-09-10,0.4,TX
1986-09-10,0.417,NY
1986-09-11,0.419,NY
1986-09-11,0.4,TX
1986-09-12,0.424,NY
1986-09-12,0.401,TX
1986-09-15,0.413,NY
1986-09-15,0.385,TX
1986-09-16,0.378,TX
1986-09-16,0.398,NY
1986-09-17,0.406,NY
1986-09-17,0.376,TX
1986-09-18,0.379,TX
1986-09-18,0.412,NY
1986-09-19,0.379,TX
1986-09-19,0.412,NY
1986-09-22,0.401,NY
1986-09-22,0.369,TX
1986-09-23,0.376,TX
1986-09-23,0.406,NY
1986-09-24,0.378,TX
1986-09-24,0.406,NY
1986-09-25,0.376,TX
1986-09-25,0.397,NY
1986-09-26,0.381,TX
1986-09-26,0.399,NY
1986-09-29,0.385,TX
1986-09-29,0.402,NY
1986-09-30,0.385,TX
1986-09-30,0.401,NY
1986-10-01,0.401,TX
1986-10-01,0.416,NY
1986-10-02,0.426,NY
1986-10-02,0.409,TX
1986-10-03,0.414,NY
1986-10-03,0.398,TX
1986-10-06,0.408,NY
1986-10-06,0.395,TX
1986-10-07,0.412,TX
1986-10-07,0.423,NY
1986-10-08,0.408,TX
1986-10-08,0.426,NY
1986-10-09,0.421,NY
1986-10-09,0.404,TX
1986-10-10,0.416,NY
1986-10-10,0.398,TX
1986-10-14,0.388,TX
1986-10-14,0.406,NY
1986-10-15,0.418,NY
1986-10-15,0.4,TX
1986-10-16,0.399,TX
1986-10-16,0.411,NY
1986-10-17,0.402,TX
1986-10-17,0.415,NY
1986-10-20,0.411,TX
1986-10-20,0.422,NY
1986-10-21,0.42,NY
1986-10-21,0.408,TX
1986-10-22,0.402,TX
1986-10-22,0.407,NY
1986-10-23,0.399,TX
1986-10-23,0.406,NY
1986-10-24,0.405,TX
1986-10-24,0.412,NY
1986-10-27,0.389,TX
1986-10-27,0.396,NY
1986-10-28,0.389,NY
1986-10-28,0.394,TX
1986-10-29,0.382,TX
1986-10-29,0.372,NY
1986-10-30,0.395,NY
1986-10-30,0.395,TX
1986-10-31,0.401,NY
1986-10-31,0.406,TX
1986-11-03,0.396,NY
1986-11-03,0.394,TX
1986-11-04,0.409,TX
1986-11-04,0.407,NY
1986-11-05,0.406,NY
1986-11-05,0.406,TX
1986-11-06,0.411,TX
1986-11-06,0.409,NY
1986-11-07,0.406,TX
1986-11-07,0.406,NY
1986-11-10,0.409,TX
1986-11-10,0.41,NY
1986-11-11,0.411,TX
1986-11-11,0.413,NY
1986-11-12,0.414,TX
1986-11-12,0.411,NY
1986-11-13,0.419,TX
1986-11-13,0.416,NY
1986-11-14,0.419,NY
1986-11-14,0.416,TX
1986-11-17,0.414,TX
1986-11-17,0.417,NY
1986-11-18,0.414,NY
1986-11-18,0.413,TX
1986-11-19,0.419,NY
1986-11-19,0.416,TX
1986-11-20,0.41,TX
1986-11-20,0.41,NY
1986-11-21,0.412,NY
1986-11-21,0.411,TX
1986-11-24,0.404,NY
1986-11-24,0.405,TX
1986-11-25,0.409,NY
1986-11-25,0.402,TX
1986-11-26,0.407,TX
1986-11-26,0.412,NY
1986-11-28,0.412,NY
1986-11-28,0.407,TX
1986-12-01,0.409,TX
1986-12-01,0.414,NY
1986-12-02,0.408,TX
1986-12-02,0.417,NY
1986-12-03,0.419,NY
1986-12-03,0.403,TX
1986-12-04,0.419,NY
1986-12-04,0.4,TX
1986-12-05,0.4,TX
1986-12-05,0.418,NY
1986-12-08,0.41,NY
1986-12-08,0.396,TX
1986-12-09,0.41,NY
1986-12-09,0.393,TX
1986-12-10,0.416,NY
1986-12-10,0.396,TX
1986-12-11,0.405,TX
1986-12-11,0.427,NY
1986-12-12,0.432,NY
1986-12-12,0.41,TX
1986-12-15,0.414,TX
1986-12-15,0.438,NY
1986-12-16,0.43,NY
1986-12-16,0.406,TX
1986-12-17,0.429,NY
1986-12-17,0.395,TX
1986-12-18,0.407,TX
1986-12-18,0.434,NY
1986-12-19,0.416,TX
1986-12-19,0.444,NY
1986-12-22,0.428,TX
1986-12-22,0.457,NY
1986-12-23,0.454,NY
1986-12-23,0.422,TX
1986-12-24,0.456,NY
1986-12-24,0.425,TX
1986-12-29,0.464,NY
1986-12-29,0.439,TX
1986-12-30,0.457,NY
1986-12-30,0.455,TX
1986-12-31,0.47,TX
1986-12-31,0.476,NY
1987-01-02,0.474,TX
1987-01-02,0.484,NY
1987-01-05,0.466,TX
1987-01-05,0.475,NY
1987-01-06,0.476,TX
1987-01-06,0.484,NY
1987-01-07,0.483,NY
1987-01-07,0.476,TX
1987-01-08,0.493,NY
1987-01-08,0.487,TX
1987-01-09,0.502,TX
1987-01-09,0.506,NY
1987-01-12,0.514,TX
1987-01-12,0.515,NY
1987-01-13,0.5,TX
1987-01-13,0.501,NY
1987-01-14,0.503,TX
1987-01-14,0.505,NY
1987-01-15,0.496,TX
1987-01-15,0.501,NY
1987-01-16,0.492,NY
1987-01-16,0.489,TX
1987-01-19,0.494,TX
1987-01-19,0.484,NY
1987-01-20,0.503,TX
1987-01-20,0.495,NY
1987-01-21,0.486,NY
1987-01-21,0.491,TX
1987-01-22,0.491,NY
1987-01-22,0.499,TX
1987-01-23,0.493,TX
1987-01-23,0.481,NY
1987-01-26,0.487,TX
1987-01-26,0.474,NY
1987-01-27,0.474,NY
1987-01-27,0.491,TX
1987-01-28,0.471,NY
1987-01-28,0.49,TX
1987-01-29,0.482,NY
1987-01-29,0.501,TX
1987-01-30,0.488,NY
1987-01-30,0.504,TX
1987-02-02,0.496,TX
1987-02-02,0.49,NY
1987-02-03,0.488,NY
1987-02-03,0.495,TX
1987-02-04,0.495,TX
1987-02-04,0.495,NY
1987-02-05,0.51,TX
1987-02-05,0.506,NY
1987-02-06,0.501,NY
1987-02-06,0.508,TX
1987-02-09,0.498,NY
1987-02-09,0.501,TX
1987-02-10,0.5,TX
1987-02-10,0.496,NY
1987-02-11,0.48,NY
1987-02-11,0.488,TX
1987-02-12,0.481,NY
1987-02-12,0.487,TX
1987-02-13,0.481,TX
1987-02-13,0.473,NY
1987-02-17,0.477,TX
1987-02-17,0.475,NY
1987-02-18,0.469,TX
1987-02-18,0.466,NY
1987-02-19,0.464,TX
1987-02-19,0.464,NY
1987-02-20,0.473,TX
1987-02-20,0.473,NY
1987-02-23,0.459,TX
1987-02-23,0.455,NY
1987-02-24,0.454,TX
1987-02-24,0.445,NY
1987-02-25,0.438,NY
1987-02-25,0.454,TX
1987-02-26,0.444,NY
1987-02-26,0.47,TX
1987-02-27,0.459,TX
1987-02-27,0.445,NY
1987-03-02,0.457,NY
1987-03-02,0.459,TX
1987-03-03,0.487,TX
1987-03-03,0.486,NY
1987-03-04,0.485,TX
1987-03-04,0.488,NY
1987-03-05,0.499,TX
1987-03-05,0.504,NY
1987-03-06,0.504,TX
1987-03-06,0.509,NY
1987-03-09,0.5,TX
1987-03-09,0.503,NY
1987-03-10,0.514,TX
1987-03-10,0.506,NY
1987-03-11,0.509,TX
1987-03-11,0.513,NY
1987-03-12,0.512,NY
1987-03-12,0.506,TX
1987-03-13,0.51,TX
1987-03-13,0.515,NY
1987-03-16,0.518,NY
1987-03-16,0.51,TX
1987-03-17,0.529,NY
1987-03-17,0.519,TX
1987-03-18,0.507,TX
1987-03-18,0.511,NY
1987-03-19,0.512,NY
1987-03-19,0.506,TX
1987-03-20,0.51,NY
1987-03-20,0.507,TX
1987-03-23,0.517,NY
1987-03-23,0.511,TX
1987-03-24,0.519,NY
1987-03-24,0.516,TX
1987-03-25,0.523,NY
1987-03-25,0.516,TX
1987-03-26,0.521,NY
1987-03-26,0.52,TX
1987-03-27,0.516,TX
1987-03-27,0.516,NY
1987-03-30,0.511,NY
1987-03-30,0.514,TX
1987-03-31,0.518,NY
1987-03-31,0.519,TX
1987-04-01,0.521,NY
1987-04-01,0.516,TX
1987-04-02,0.514,TX
1987-04-02,0.519,NY
1987-04-03,0.511,TX
1987-04-03,0.516,NY
1987-04-06,0.513,TX
1987-04-06,0.516,NY
1987-04-07,0.509,TX
1987-04-07,0.514,NY
1987-04-08,0.502,NY
1987-04-08,0.507,TX
1987-04-09,0.503,TX
1987-04-09,0.499,NY
1987-04-10,0.491,NY
1987-04-10,0.493,TX
1987-04-13,0.495,TX
1987-04-13,0.493,NY
1987-04-14,0.488,NY
1987-04-14,0.491,TX
1987-04-15,0.494,NY
1987-04-15,0.497,TX
1987-04-16,0.492,NY
1987-04-16,0.494,TX
1987-04-20,0.497,TX
1987-04-20,0.492,NY
1987-04-21,0.495,NY
1987-04-21,0.497,TX
1987-04-22,0.493,NY
1987-04-22,0.496,TX
1987-04-23,0.5,NY
1987-04-23,0.503,TX
1987-04-24,0.511,NY
1987-04-24,0.511,TX
1987-04-27,0.517,NY
1987-04-27,0.515,TX
1987-04-28,0.512,NY
1987-04-28,0.515,TX
1987-04-29,0.504,NY
1987-04-29,0.509,TX
1987-04-30,0.516,NY
1987-04-30,0.509,TX
1987-05-01,0.517,NY
1987-05-01,0.51,TX
1987-05-04,0.516,NY
1987-05-04,0.51,TX
1987-05-05,0.521,TX
1987-05-05,0.524,NY
1987-05-06,0.521,TX
1987-05-06,0.531,NY
1987-05-07,0.519,TX
1987-05-07,0.528,NY
1987-05-08,0.525,TX
1987-05-08,0.53,NY
1987-05-11,0.529,TX
1987-05-11,0.538,NY
1987-05-12,0.531,TX
1987-05-12,0.541,NY
1987-05-13,0.543,NY
1987-05-13,0.53,TX
1987-05-14,0.535,TX
1987-05-14,0.547,NY
1987-05-15,0.557,NY
1987-05-15,0.539,TX
1987-05-18,0.554,NY
1987-05-18,0.538,TX
1987-05-19,0.554,NY
1987-05-19,0.536,TX
1987-05-20,0.529,TX
1987-05-20,0.543,NY
1987-05-21,0.534,TX
1987-05-21,0.55,NY
1987-05-22,0.552,NY
1987-05-22,0.535,TX
1987-05-26,0.533,TX
1987-05-26,0.551,NY
1987-05-27,0.551,NY
1987-05-27,0.532,TX
1987-05-28,0.551,NY
1987-05-28,0.529,TX
1987-05-29,0.552,NY
1987-05-29,0.531,TX
1987-06-01,0.531,TX
1987-06-01,0.548,NY
1987-06-02,0.552,NY
1987-06-02,0.529,TX
1987-06-03,0.534,TX
1987-06-03,0.559,NY
1987-06-04,0.535,TX
1987-06-04,0.557,NY
1987-06-05,0.559,NY
1987-06-05,0.533,TX
1987-06-08,0.566,NY
1987-06-08,0.545,TX
1987-06-09,0.545,TX
1987-06-09,0.568,NY
1987-06-10,0.569,NY
1987-06-10,0.541,TX
1987-06-11,0.54,TX
1987-06-11,0.562,NY
1987-06-12,0.539,TX
1987-06-12,0.561,NY
1987-06-15,0.563,NY
1987-06-15,0.539,TX
1987-06-16,0.563,NY
1987-06-16,0.538,TX
1987-06-17,0.559,NY
1987-06-17,0.534,TX
1987-06-18,0.538,TX
1987-06-18,0.561,NY
1987-06-19,0.535,TX
1987-06-19,0.558,NY
1987-06-22,0.521,TX
1987-06-22,0.545,NY
1987-06-23,0.524,TX
1987-06-23,0.544,NY
1987-06-24,0.524,TX
1987-06-24,0.547,NY
1987-06-25,0.545,NY
1987-06-25,0.523,TX
1987-06-26,0.54,TX
1987-06-26,0.562,NY
1987-06-29,0.559,NY
1987-06-29,0.54,TX
1987-06-30,0.555,NY
1987-06-30,0.536,TX
1987-07-01,0.539,TX
1987-07-01,0.553,NY
1987-07-02,0.556,NY
1987-07-02,0.541,TX
1987-07-06,0.546,TX
1987-07-06,0.559,NY
1987-07-07,0.541,TX
1987-07-07,0.553,NY
1987-07-08,0.542,TX
1987-07-08,0.554,NY
1987-07-09,0.557,NY
1987-07-09,0.548,TX
1987-07-10,0.558,NY
1987-07-10,0.546,TX
1987-07-13,0.539,TX
1987-07-13,0.551,NY
1987-07-14,0.558,NY
1987-07-14,0.549,TX
1987-07-15,0.567,NY
1987-07-15,0.554,TX
1987-07-16,0.559,TX
1987-07-16,0.565,NY
1987-07-17,0.564,TX
1987-07-17,0.571,NY
1987-07-20,0.571,NY
1987-07-20,0.562,TX
1987-07-21,0.56,TX
1987-07-21,0.556,NY
1987-07-22,0.556,NY
1987-07-22,0.56,TX
1987-07-23,0.555,NY
1987-07-23,0.557,TX
1987-07-24,0.549,TX
1987-07-24,0.545,NY
1987-07-27,0.544,NY
1987-07-27,0.554,TX
1987-07-28,0.563,TX
1987-07-28,0.558,NY
1987-07-29,0.564,TX
1987-07-29,0.557,NY
1987-07-30,0.559,TX
1987-07-30,0.549,NY
1987-07-31,0.544,NY
1987-07-31,0.549,TX
1987-08-03,0.555,NY
1987-08-03,0.558,TX
1987-08-04,0.54,TX
1987-08-04,0.557,NY
1987-08-05,0.556,TX
1987-08-05,0.548,NY
1987-08-06,0.559,TX
1987-08-06,0.545,NY
1987-08-07,0.544,NY
1987-08-07,0.559,TX
1987-08-10,0.551,TX
1987-08-10,0.541,NY
1987-08-11,0.556,TX
1987-08-11,0.546,NY
1987-08-12,0.555,TX
1987-08-12,0.543,NY
1987-08-13,0.539,NY
1987-08-13,0.542,TX
1987-08-14,0.53,TX
1987-08-14,0.53,NY
1987-08-17,0.516,TX
1987-08-17,0.515,NY
1987-08-18,0.52,TX
1987-08-18,0.513,NY
1987-08-19,0.506,NY
1987-08-19,0.521,TX
1987-08-20,0.525,TX
1987-08-20,0.503,NY
1987-08-21,0.516,TX
1987-08-21,0.496,NY
1987-08-24,0.491,NY
1987-08-24,0.514,TX
1987-08-25,0.489,NY
1987-08-25,0.485,TX
1987-08-26,0.514,TX
1987-08-26,0.507,NY
1987-08-27,0.511,TX
1987-08-27,0.511,NY
1987-08-28,0.504,NY
1987-08-28,0.504,TX
1987-08-31,0.504,NY
1987-08-31,0.507,TX
1987-09-01,0.494,NY
1987-09-01,0.503,TX
1987-09-02,0.506,NY
1987-09-02,0.5,TX
1987-09-03,0.51,NY
1987-09-03,0.496,TX
1987-09-04,0.508,NY
1987-09-04,0.494,TX
1987-09-08,0.487,TX
1987-09-08,0.5,NY
1987-09-09,0.497,TX
1987-09-09,0.512,NY
1987-09-10,0.5,TX
1987-09-10,0.519,NY
1987-09-11,0.513,NY
1987-09-11,0.494,TX
1987-09-14,0.502,TX
1987-09-14,0.522,NY
1987-09-15,0.525,NY
1987-09-15,0.496,TX
1987-09-16,0.536,NY
1987-09-16,0.5,TX
1987-09-17,0.495,TX
1987-09-17,0.531,NY
1987-09-18,0.49,TX
1987-09-18,0.528,NY
1987-09-21,0.525,NY
1987-09-21,0.491,TX
1987-09-22,0.524,NY
1987-09-22,0.494,TX
1987-09-23,0.499,TX
1987-09-23,0.526,NY
1987-09-24,0.524,NY
1987-09-24,0.5,TX
1987-09-25,0.524,NY
1987-09-25,0.492,TX
1987-09-28,0.494,TX
1987-09-28,0.521,NY
1987-09-29,0.525,NY
1987-09-29,0.495,TX
1987-09-30,0.513,NY
1987-09-30,0.493,TX
1987-10-01,0.497,TX
1987-10-01,0.517,NY
1987-10-02,0.501,TX
1987-10-02,0.524,NY
1987-10-05,0.523,NY
1987-10-05,0.499,TX
1987-10-06,0.513,NY
1987-10-06,0.492,TX
1987-10-07,0.496,TX
1987-10-07,0.519,NY
1987-10-08,0.522,NY
1987-10-08,0.502,TX
1987-10-09,0.529,NY
1987-10-09,0.505,TX
1987-10-12,0.503,TX
1987-10-12,0.521,NY
1987-10-13,0.51,TX
1987-10-13,0.532,NY
1987-10-14,0.539,NY
1987-10-14,0.51,TX
1987-10-15,0.51,TX
1987-10-15,0.541,NY
1987-10-16,0.545,NY
1987-10-16,0.523,TX
1987-10-19,0.539,NY
1987-10-19,0.514,TX
1987-10-20,0.517,TX
1987-10-20,0.547,NY
1987-10-21,0.556,NY
1987-10-21,0.521,TX
1987-10-22,0.526,TX
1987-10-22,0.566,NY
1987-10-23,0.581,NY
1987-10-23,0.526,TX
1987-10-26,0.511,TX
1987-10-26,0.568,NY
1987-10-27,0.519,TX
1987-10-27,0.574,NY
1987-10-28,0.554,NY
1987-10-28,0.515,TX
1987-10-29,0.551,NY
1987-10-29,0.513,TX
1987-10-30,0.513,TX
1987-10-30,0.541,NY
1987-11-02,0.503,TX
1987-11-02,0.531,NY
1987-11-03,0.514,TX
1987-11-03,0.534,NY
1987-11-04,0.53,NY
1987-11-04,0.508,TX
1987-11-05,0.505,TX
1987-11-05,0.528,NY
1987-11-06,0.529,NY
1987-11-06,0.506,TX
1987-11-09,0.522,NY
1987-11-09,0.51,TX
1987-11-10,0.529,NY
1987-11-10,0.511,TX
1987-11-11,0.527,NY
1987-11-11,0.509,TX
1987-11-12,0.508,TX
1987-11-12,0.526,NY
1987-11-13,0.505,TX
1987-11-13,0.519,NY
1987-11-16,0.51,NY
1987-11-16,0.492,TX
1987-11-17,0.482,TX
1987-11-17,0.501,NY
1987-11-18,0.508,NY
1987-11-18,0.489,TX
1987-11-19,0.503,NY
1987-11-19,0.485,TX
1987-11-20,0.506,NY
1987-11-20,0.489,TX
1987-11-23,0.506,NY
1987-11-23,0.484,TX
1987-11-24,0.507,NY
1987-11-24,0.485,TX
1987-11-25,0.503,NY
1987-11-25,0.486,TX
1987-11-27,0.503,NY
1987-11-27,0.486,TX
1987-11-30,0.477,TX
1987-11-30,0.496,NY
1987-12-01,0.473,TX
1987-12-01,0.49,NY
1987-12-02,0.492,NY
1987-12-02,0.467,TX
1987-12-03,0.493,NY
1987-12-03,0.469,TX
1987-12-04,0.488,NY
1987-12-04,0.465,TX
1987-12-07,0.48,NY
1987-12-07,0.453,TX
1987-12-08,0.447,TX
1987-12-08,0.47,NY
1987-12-09,0.474,NY
1987-12-09,0.451,TX
1987-12-10,0.45,TX
1987-12-10,0.474,NY
1987-12-11,0.474,NY
1987-12-11,0.452,TX
1987-12-14,0.455,NY
1987-12-14,0.434,TX
1987-12-15,0.417,TX
1987-12-15,0.44,NY
1987-12-16,0.403,TX
1987-12-16,0.423,NY
1987-12-17,0.401,TX
1987-12-17,0.423,NY
1987-12-18,0.419,NY
1987-12-18,0.399,TX
1987-12-21,0.402,TX
1987-12-21,0.422,NY
1987-12-22,0.449,NY
1987-12-22,0.425,TX
1987-12-23,0.417,TX
1987-12-23,0.442,NY
1987-12-24,0.442,NY
1987-12-24,0.416,TX
1987-12-28,0.415,TX
1987-12-28,0.433,NY
1987-12-29,0.441,NY
1987-12-29,0.421,TX
1987-12-30,0.439,NY
1987-12-30,0.419,TX
1987-12-31,0.419,TX
1987-12-31,0.439,NY
1988-01-04,0.443,TX
1988-01-04,0.464,NY
1988-01-05,0.44,TX
1988-01-05,0.461,NY
1988-01-06,0.443,TX
1988-01-06,0.464,NY
1988-01-07,0.459,NY
1988-01-07,0.438,TX
1988-01-08,0.433,TX
1988-01-08,0.454,NY
1988-01-11,0.439,NY
1988-01-11,0.421,TX
1988-01-12,0.434,NY
1988-01-12,0.416,TX
1988-01-13,0.434,NY
1988-01-13,0.416,TX
1988-01-14,0.449,NY
1988-01-14,0.431,TX
1988-01-15,0.427,TX
1988-01-15,0.447,NY
1988-01-18,0.438,TX
1988-01-18,0.457,NY
1988-01-19,0.437,TX
1988-01-19,0.457,NY
1988-01-20,0.436,TX
1988-01-20,0.451,NY
1988-01-21,0.444,NY
1988-01-21,0.429,TX
1988-01-22,0.424,TX
1988-01-22,0.439,NY
1988-01-25,0.437,TX
1988-01-25,0.445,NY
1988-01-26,0.437,TX
1988-01-26,0.446,NY
1988-01-27,0.432,TX
1988-01-27,0.437,NY
1988-01-28,0.448,NY
1988-01-28,0.443,TX
1988-01-29,0.448,NY
1988-01-29,0.443,TX
1988-02-01,0.45,TX
1988-02-01,0.451,NY
1988-02-02,0.453,TX
1988-02-02,0.466,NY
1988-02-03,0.475,NY
1988-02-03,0.46,TX
1988-02-04,0.46,TX
1988-02-04,0.477,NY
1988-02-05,0.464,TX
1988-02-05,0.474,NY
1988-02-08,0.461,TX
1988-02-08,0.48,NY
1988-02-09,0.453,TX
1988-02-09,0.463,NY
1988-02-11,0.457,NY
1988-02-11,0.45,TX
1988-02-12,0.455,NY
1988-02-12,0.447,TX
1988-02-16,0.461,NY
1988-02-16,0.451,TX
1988-02-17,0.45,TX
1988-02-17,0.46,NY
1988-02-18,0.45,NY
1988-02-18,0.442,TX
1988-02-19,0.458,TX
1988-02-19,0.458,NY
1988-02-22,0.448,TX
1988-02-22,0.453,NY
1988-02-23,0.456,TX
1988-02-23,0.466,NY
1988-02-24,0.45,TX
1988-02-24,0.458,NY
1988-02-25,0.448,NY
1988-02-25,0.441,TX
1988-02-26,0.448,NY
1988-02-26,0.44,TX
1988-02-29,0.445,TX
1988-02-29,0.452,NY
1988-03-01,0.435,TX
1988-03-01,0.448,NY
1988-03-02,0.444,NY
1988-03-02,0.433,TX
1988-03-03,0.441,NY
1988-03-03,0.428,TX
1988-03-04,0.429,TX
1988-03-04,0.441,NY
1988-03-07,0.426,TX
1988-03-07,0.427,NY
1988-03-08,0.426,NY
1988-03-08,0.439,TX
1988-03-09,0.428,NY
1988-03-09,0.43,TX
1988-03-10,0.443,TX
1988-03-10,0.442,NY
1988-03-11,0.447,TX
1988-03-11,0.447,NY
1988-03-14,0.435,TX
1988-03-14,0.434,NY
1988-03-15,0.446,NY
1988-03-15,0.45,TX
1988-03-16,0.45,TX
1988-03-16,0.445,NY
1988-03-17,0.458,TX
1988-03-17,0.449,NY
1988-03-18,0.463,TX
1988-03-18,0.451,NY
1988-03-21,0.452,NY
1988-03-21,0.465,TX
1988-03-22,0.467,TX
1988-03-22,0.456,NY
1988-03-23,0.466,NY
1988-03-23,0.479,TX
1988-03-24,0.48,TX
1988-03-24,0.467,NY
1988-03-25,0.473,NY
1988-03-25,0.486,TX
1988-03-28,0.484,TX
1988-03-28,0.473,NY
1988-03-29,0.493,TX
1988-03-29,0.483,NY
1988-03-30,0.49,TX
1988-03-30,0.481,NY
1988-03-31,0.48,NY
1988-03-31,0.484,TX
1988-04-04,0.489,TX
1988-04-04,0.482,NY
1988-04-05,0.476,TX
1988-04-05,0.473,NY
1988-04-06,0.473,NY
1988-04-06,0.478,TX
1988-04-07,0.48,NY
1988-04-07,0.487,TX
1988-04-08,0.484,NY
1988-04-08,0.491,TX
1988-04-11,0.506,NY
1988-04-11,0.511,TX
1988-04-12,0.519,NY
1988-04-12,0.517,TX
1988-04-13,0.525,TX
1988-04-13,0.523,NY
1988-04-14,0.52,NY
1988-04-14,0.525,TX
1988-04-15,0.527,TX
1988-04-15,0.522,NY
1988-04-18,0.529,NY
1988-04-18,0.531,TX
1988-04-19,0.513,NY
1988-04-19,0.52,TX
1988-04-20,0.508,NY
1988-04-20,0.515,TX
1988-04-21,0.524,TX
1988-04-21,0.519,NY
1988-04-22,0.517,NY
1988-04-22,0.523,TX
1988-04-25,0.52,TX
1988-04-25,0.511,NY
1988-04-26,0.523,TX
1988-04-26,0.523,NY
1988-04-27,0.516,NY
1988-04-27,0.521,TX
1988-04-28,0.512,TX
1988-04-28,0.512,NY
1988-04-29,0.511,NY
1988-04-29,0.511,TX
1988-05-02,0.492,TX
1988-05-02,0.492,NY
1988-05-03,0.499,TX
1988-05-03,0.503,NY
1988-05-04,0.497,NY
1988-05-04,0.486,TX
1988-05-05,0.51,TX
1988-05-05,0.51,NY
1988-05-06,0.514,TX
1988-05-06,0.519,NY
1988-05-09,0.516,TX
1988-05-09,0.52,NY
1988-05-10,0.52,TX
1988-05-10,0.526,NY
1988-05-11,0.529,NY
1988-05-11,0.521,TX
1988-05-12,0.515,TX
1988-05-12,0.529,NY
1988-05-13,0.53,NY
1988-05-13,0.52,TX
1988-05-16,0.521,TX
1988-05-16,0.534,NY
1988-05-17,0.531,NY
1988-05-17,0.514,TX
1988-05-18,0.511,TX
1988-05-18,0.53,NY
1988-05-19,0.531,NY
1988-05-19,0.511,TX
1988-05-20,0.514,TX
1988-05-20,0.53,NY
1988-05-23,0.501,TX
1988-05-23,0.52,NY
1988-05-24,0.502,TX
1988-05-24,0.521,NY
1988-05-25,0.504,TX
