day,price,petroleum_state,location
1994-11-09,0.468,REFINED,GULF_SHORES
1994-11-09,0.533,REFINED,NY_HARBOR
1994-11-10,18.18,CRUDE,
1994-11-10,0.48,REFINED,GULF_SHORES
1994-11-10,0.545,REFINED,NY_HARBOR
1994-11-11,18.07,CRUDE,
1994-11-11,0.481,REFINED,GULF_SHORES
1994-11-11,0.548,REFINED,NY_HARBOR
1994-11-14,17.48,CRUDE,
1994-11-14,0.557,REFINED,NY_HARBOR
1994-11-14,0.48,REFINED,GULF_SHORES
1994-11-15,17.58,CRUDE,
1994-11-15,0.551,REFINED,NY_HARBOR
1994-11-15,0.473,REFINED,GULF_SHORES
1994-11-16,17.38,CRUDE,
1994-11-16,0.51,REFINED,NY_HARBOR
1994-11-16,0.454,REFINED,GULF_SHORES
1994-11-17,17.63,CRUDE,
1994-11-17,0.491,REFINED,NY_HARBOR
1994-11-17,0.449,REFINED,GULF_SHORES
1994-11-18,17.47,CRUDE,
1994-11-18,0.488,REFINED,NY_HARBOR
1994-11-18,0.431,REFINED,GULF_SHORES
1994-11-21,17.43,CRUDE,
1994-11-21,0.468,REFINED,NY_HARBOR
1994-11-21,0.428,REFINED,GULF_SHORES
1994-11-22,17.7,CRUDE,
1994-11-22,0.43,REFINED,GULF_SHORES
1994-11-22,0.465,REFINED,NY_HARBOR
1994-11-23,18.05,CRUDE,
1994-11-23,0.44,REFINED,GULF_SHORES
1994-11-23,0.478,REFINED,NY_HARBOR
1994-11-28,18.1,CRUDE,
1994-11-28,0.441,REFINED,GULF_SHORES
1994-11-28,0.479,REFINED,NY_HARBOR
1994-11-29,17.97,CRUDE,
1994-11-29,0.43,REFINED,GULF_SHORES
1994-11-29,0.463,REFINED,NY_HARBOR
1994-11-30,18.06,CRUDE,
1994-11-30,0.478,REFINED,NY_HARBOR
1994-11-30,0.445,REFINED,GULF_SHORES
1994-12-01,17.77,CRUDE,
1994-12-01,0.463,REFINED,NY_HARBOR
1994-12-01,0.422,REFINED,GULF_SHORES
1994-12-02,17,CRUDE,
1994-12-02,0.402,REFINED,GULF_SHORES
1994-12-02,0.419,REFINED,NY_HARBOR
1994-12-05,16.88,CRUDE,
1994-12-05,0.419,REFINED,NY_HARBOR
1994-12-05,0.395,REFINED,GULF_SHORES
1994-12-06,16.93,CRUDE,
1994-12-06,0.405,REFINED,GULF_SHORES
1994-12-06,0.445,REFINED,NY_HARBOR
1994-12-07,16.86,CRUDE,
1994-12-07,0.445,REFINED,NY_HARBOR
1994-12-07,0.411,REFINED,GULF_SHORES
1994-12-08,17.14,CRUDE,
1994-12-08,0.435,REFINED,GULF_SHORES
1994-12-08,0.459,REFINED,NY_HARBOR
1994-12-09,17.12,CRUDE,
1994-12-09,0.447,REFINED,GULF_SHORES
1994-12-09,0.475,REFINED,NY_HARBOR
1994-12-12,16.92,CRUDE,
1994-12-12,0.418,REFINED,GULF_SHORES
1994-12-12,0.456,REFINED,NY_HARBOR
1994-12-13,16.98,CRUDE,
1994-12-13,0.433,REFINED,GULF_SHORES
1994-12-13,0.474,REFINED,NY_HARBOR
1994-12-14,16.96,CRUDE,
1994-12-14,0.44,REFINED,GULF_SHORES
1994-12-14,0.479,REFINED,NY_HARBOR
1994-12-15,16.6,CRUDE,
1994-12-15,0.429,REFINED,GULF_SHORES
1994-12-15,0.465,REFINED,NY_HARBOR
1994-12-16,16.84,CRUDE,
1994-12-16,0.468,REFINED,NY_HARBOR
1994-12-16,0.428,REFINED,GULF_SHORES
1994-12-19,16.91,CRUDE,
1994-12-19,0.467,REFINED,NY_HARBOR
1994-12-19,0.425,REFINED,GULF_SHORES
1994-12-20,16.98,CRUDE,
1994-12-20,0.474,REFINED,NY_HARBOR
1994-12-20,0.427,REFINED,GULF_SHORES
1994-12-21,17.07,CRUDE,
1994-12-21,0.476,REFINED,NY_HARBOR
1994-12-21,0.432,REFINED,GULF_SHORES
1994-12-22,17.15,CRUDE,
1994-12-22,0.472,REFINED,NY_HARBOR
1994-12-22,0.432,REFINED,GULF_SHORES
1994-12-23,17.41,CRUDE,
1994-12-23,0.437,REFINED,GULF_SHORES
1994-12-23,0.47,REFINED,NY_HARBOR
1994-12-27,17.63,CRUDE,
1994-12-27,0.486,REFINED,NY_HARBOR
1994-12-27,0.453,REFINED,GULF_SHORES
1994-12-28,17.74,CRUDE,
1994-12-28,0.461,REFINED,GULF_SHORES
1994-12-28,0.503,REFINED,NY_HARBOR
1994-12-29,17.69,CRUDE,
1994-12-29,0.466,REFINED,GULF_SHORES
1994-12-29,0.506,REFINED,NY_HARBOR
1994-12-30,17.77,CRUDE,
1994-12-30,0.475,REFINED,GULF_SHORES
1994-12-30,0.515,REFINED,NY_HARBOR
1995-01-03,17.45,CRUDE,
1995-01-03,0.454,REFINED,GULF_SHORES
1995-01-03,0.499,REFINED,NY_HARBOR
1995-01-04,17.56,CRUDE,
1995-01-04,0.465,REFINED,GULF_SHORES
1995-01-04,0.499,REFINED,NY_HARBOR
1995-01-05,17.76,CRUDE,
1995-01-05,0.468,REFINED,GULF_SHORES
1995-01-05,0.5,REFINED,NY_HARBOR
1995-01-06,17.69,CRUDE,
1995-01-06,0.459,REFINED,GULF_SHORES
1995-01-06,0.499,REFINED,NY_HARBOR
1995-01-09,17.4,CRUDE,
1995-01-09,0.5,REFINED,NY_HARBOR
1995-01-09,0.463,REFINED,GULF_SHORES
1995-01-10,17.42,CRUDE,
1995-01-10,0.462,REFINED,GULF_SHORES
1995-01-10,0.502,REFINED,NY_HARBOR
1995-01-11,17.7,CRUDE,
1995-01-11,0.466,REFINED,GULF_SHORES
1995-01-11,0.505,REFINED,NY_HARBOR
1995-01-12,17.72,CRUDE,
1995-01-12,0.47,REFINED,GULF_SHORES
1995-01-12,0.508,REFINED,NY_HARBOR
1995-01-13,17.52,CRUDE,
1995-01-13,0.511,REFINED,NY_HARBOR
1995-01-13,0.476,REFINED,GULF_SHORES
1995-01-16,17.89,CRUDE,
1995-01-16,0.497,REFINED,GULF_SHORES
1995-01-16,0.529,REFINED,NY_HARBOR
1995-01-17,18.47,CRUDE,
1995-01-17,0.508,REFINED,GULF_SHORES
1995-01-17,0.548,REFINED,NY_HARBOR
1995-01-18,18.72,CRUDE,
1995-01-18,0.558,REFINED,NY_HARBOR
1995-01-18,0.514,REFINED,GULF_SHORES
1995-01-19,18.7,CRUDE,
1995-01-19,0.485,REFINED,GULF_SHORES
1995-01-19,0.526,REFINED,NY_HARBOR
1995-01-20,18.46,CRUDE,
1995-01-20,0.518,REFINED,NY_HARBOR
1995-01-20,0.478,REFINED,GULF_SHORES
1995-01-23,18.16,CRUDE,
1995-01-23,0.468,REFINED,GULF_SHORES
1995-01-23,0.503,REFINED,NY_HARBOR
1995-01-24,18.53,CRUDE,
1995-01-24,0.514,REFINED,NY_HARBOR
1995-01-24,0.484,REFINED,GULF_SHORES
1995-01-25,18.82,CRUDE,
1995-01-25,0.476,REFINED,GULF_SHORES
1995-01-25,0.501,REFINED,NY_HARBOR
1995-01-26,18.23,CRUDE,
1995-01-26,0.506,REFINED,NY_HARBOR
1995-01-26,0.478,REFINED,GULF_SHORES
1995-01-27,17.95,CRUDE,
1995-01-27,0.474,REFINED,GULF_SHORES
1995-01-27,0.496,REFINED,NY_HARBOR
1995-01-30,18.2,CRUDE,
1995-01-30,0.493,REFINED,NY_HARBOR
1995-01-30,0.479,REFINED,GULF_SHORES
1995-01-31,18.48,CRUDE,
1995-01-31,0.491,REFINED,GULF_SHORES
1995-01-31,0.514,REFINED,NY_HARBOR
1995-02-01,18.48,CRUDE,
1995-02-01,0.513,REFINED,NY_HARBOR
1995-02-01,0.489,REFINED,GULF_SHORES
1995-02-02,18.54,CRUDE,
1995-02-02,0.507,REFINED,NY_HARBOR
1995-02-02,0.481,REFINED,GULF_SHORES
1995-02-03,18.78,CRUDE,
1995-02-03,0.495,REFINED,GULF_SHORES
1995-02-03,0.517,REFINED,NY_HARBOR
1995-02-06,18.58,CRUDE,
1995-02-06,0.491,REFINED,GULF_SHORES
1995-02-06,0.512,REFINED,NY_HARBOR
1995-02-07,18.43,CRUDE,
1995-02-07,0.483,REFINED,GULF_SHORES
1995-02-07,0.505,REFINED,NY_HARBOR
1995-02-08,18.36,CRUDE,
1995-02-08,0.495,REFINED,NY_HARBOR
1995-02-08,0.467,REFINED,GULF_SHORES
1995-02-09,18.28,CRUDE,
1995-02-09,0.468,REFINED,GULF_SHORES
1995-02-09,0.49,REFINED,NY_HARBOR
1995-02-10,18.47,CRUDE,
1995-02-10,0.49,REFINED,NY_HARBOR
1995-02-10,0.468,REFINED,GULF_SHORES
1995-02-13,18.29,CRUDE,
1995-02-13,0.471,REFINED,GULF_SHORES
1995-02-13,0.491,REFINED,NY_HARBOR
1995-02-14,18.44,CRUDE,
1995-02-14,0.499,REFINED,NY_HARBOR
1995-02-14,0.475,REFINED,GULF_SHORES
1995-02-15,18.46,CRUDE,
1995-02-15,0.497,REFINED,NY_HARBOR
1995-02-15,0.475,REFINED,GULF_SHORES
1995-02-16,18.63,CRUDE,
1995-02-16,0.516,REFINED,NY_HARBOR
1995-02-16,0.496,REFINED,GULF_SHORES
1995-02-17,18.94,CRUDE,
1995-02-17,0.498,REFINED,GULF_SHORES
1995-02-17,0.524,REFINED,NY_HARBOR
1995-02-21,18.86,CRUDE,
1995-02-21,0.502,REFINED,GULF_SHORES
1995-02-21,0.53,REFINED,NY_HARBOR
1995-02-22,18.84,CRUDE,
1995-02-22,0.535,REFINED,NY_HARBOR
1995-02-22,0.507,REFINED,GULF_SHORES
1995-02-23,18.59,CRUDE,
1995-02-23,0.521,REFINED,NY_HARBOR
1995-02-23,0.5,REFINED,GULF_SHORES
1995-02-24,18.7,CRUDE,
1995-02-24,0.509,REFINED,GULF_SHORES
1995-02-24,0.526,REFINED,NY_HARBOR
1995-02-27,18.64,CRUDE,
1995-02-27,0.514,REFINED,GULF_SHORES
1995-02-27,0.531,REFINED,NY_HARBOR
1995-02-28,18.52,CRUDE,
1995-02-28,0.508,REFINED,GULF_SHORES
1995-02-28,0.518,REFINED,NY_HARBOR
1995-03-01,18.31,CRUDE,
1995-03-01,0.488,REFINED,GULF_SHORES
1995-03-01,0.505,REFINED,NY_HARBOR
1995-03-02,18.4,CRUDE,
1995-03-02,0.492,REFINED,NY_HARBOR
1995-03-02,0.456,REFINED,GULF_SHORES
1995-03-03,18.63,CRUDE,
1995-03-03,0.473,REFINED,GULF_SHORES
1995-03-03,0.49,REFINED,NY_HARBOR
1995-03-06,18.56,CRUDE,
1995-03-06,0.495,REFINED,NY_HARBOR
1995-03-06,0.477,REFINED,GULF_SHORES
1995-03-07,18.59,CRUDE,
1995-03-07,0.469,REFINED,GULF_SHORES
1995-03-07,0.499,REFINED,NY_HARBOR
1995-03-08,18.3,CRUDE,
1995-03-08,0.495,REFINED,NY_HARBOR
1995-03-08,0.463,REFINED,GULF_SHORES
1995-03-09,17.98,CRUDE,
1995-03-09,0.48,REFINED,NY_HARBOR
1995-03-09,0.453,REFINED,GULF_SHORES
1995-03-10,17.92,CRUDE,
1995-03-10,0.461,REFINED,NY_HARBOR
1995-03-10,0.443,REFINED,GULF_SHORES
1995-03-13,18.19,CRUDE,
1995-03-13,0.441,REFINED,GULF_SHORES
1995-03-13,0.472,REFINED,NY_HARBOR
1995-03-14,17.9,CRUDE,
1995-03-14,0.458,REFINED,NY_HARBOR
1995-03-14,0.424,REFINED,GULF_SHORES
1995-03-15,18.12,CRUDE,
1995-03-15,0.482,REFINED,GULF_SHORES
1995-03-15,0.477,REFINED,NY_HARBOR
1995-03-16,18.18,CRUDE,
1995-03-16,0.502,REFINED,NY_HARBOR
1995-03-16,0.493,REFINED,GULF_SHORES
1995-03-17,18.27,CRUDE,
1995-03-17,0.507,REFINED,NY_HARBOR
1995-03-17,0.49,REFINED,GULF_SHORES
1995-03-20,18.58,CRUDE,
1995-03-20,0.519,REFINED,NY_HARBOR
1995-03-20,0.498,REFINED,GULF_SHORES
1995-03-21,18.44,CRUDE,
1995-03-21,0.503,REFINED,GULF_SHORES
1995-03-21,0.523,REFINED,NY_HARBOR
1995-03-22,18.91,CRUDE,
1995-03-22,0.508,REFINED,GULF_SHORES
1995-03-22,0.528,REFINED,NY_HARBOR
1995-03-23,18.85,CRUDE,
1995-03-23,0.508,REFINED,GULF_SHORES
1995-03-23,0.523,REFINED,NY_HARBOR
1995-03-24,18.68,CRUDE,
1995-03-24,0.526,REFINED,NY_HARBOR
1995-03-24,0.508,REFINED,GULF_SHORES
1995-03-27,19.08,CRUDE,
1995-03-27,0.526,REFINED,GULF_SHORES
1995-03-27,0.53,REFINED,NY_HARBOR
1995-03-28,18.95,CRUDE,
1995-03-28,0.524,REFINED,NY_HARBOR
1995-03-28,0.529,REFINED,GULF_SHORES
1995-03-29,19.21,CRUDE,
1995-03-29,0.547,REFINED,GULF_SHORES
1995-03-29,0.536,REFINED,NY_HARBOR
1995-03-30,19.17,CRUDE,
1995-03-30,0.546,REFINED,GULF_SHORES
1995-03-30,0.543,REFINED,NY_HARBOR
1995-03-31,19.18,CRUDE,
1995-03-31,0.512,REFINED,NY_HARBOR
1995-03-31,0.539,REFINED,GULF_SHORES
1995-04-03,19.05,CRUDE,
1995-04-03,0.531,REFINED,GULF_SHORES
1995-04-03,0.55,REFINED,NY_HARBOR
1995-04-04,19.11,CRUDE,
1995-04-04,0.57,REFINED,NY_HARBOR
1995-04-04,0.548,REFINED,GULF_SHORES
1995-04-05,19.57,CRUDE,
1995-04-05,0.562,REFINED,GULF_SHORES
1995-04-05,0.588,REFINED,NY_HARBOR
1995-04-06,19.74,CRUDE,
1995-04-06,0.596,REFINED,NY_HARBOR
1995-04-06,0.571,REFINED,GULF_SHORES
1995-04-07,19.67,CRUDE,
1995-04-07,0.596,REFINED,NY_HARBOR
1995-04-07,0.571,REFINED,GULF_SHORES
1995-04-10,19.61,CRUDE,
1995-04-10,0.571,REFINED,GULF_SHORES
1995-04-10,0.598,REFINED,NY_HARBOR
1995-04-11,19.84,CRUDE,
1995-04-11,0.603,REFINED,NY_HARBOR
1995-04-11,0.576,REFINED,GULF_SHORES
1995-04-12,19.5,CRUDE,
1995-04-12,0.605,REFINED,NY_HARBOR
1995-04-12,0.605,REFINED,GULF_SHORES
1995-04-13,19.16,CRUDE,
1995-04-13,0.595,REFINED,NY_HARBOR
1995-04-13,0.591,REFINED,GULF_SHORES
1995-04-17,19.8,CRUDE,
1995-04-17,0.609,REFINED,GULF_SHORES
1995-04-17,0.609,REFINED,NY_HARBOR
1995-04-18,20.14,CRUDE,
1995-04-18,0.622,REFINED,NY_HARBOR
1995-04-18,0.645,REFINED,GULF_SHORES
1995-04-19,20.4,CRUDE,
1995-04-19,0.618,REFINED,GULF_SHORES
1995-04-19,0.63,REFINED,NY_HARBOR
1995-04-20,20.52,CRUDE,
1995-04-20,0.616,REFINED,GULF_SHORES
1995-04-20,0.631,REFINED,NY_HARBOR
1995-04-21,20.46,CRUDE,
1995-04-21,0.607,REFINED,GULF_SHORES
1995-04-21,0.63,REFINED,NY_HARBOR
1995-04-24,20.13,CRUDE,
1995-04-24,0.596,REFINED,GULF_SHORES
1995-04-24,0.62,REFINED,NY_HARBOR
1995-04-25,20.31,CRUDE,
1995-04-25,0.605,REFINED,GULF_SHORES
1995-04-25,0.625,REFINED,NY_HARBOR
1995-04-26,20.18,CRUDE,
1995-04-26,0.628,REFINED,NY_HARBOR
1995-04-26,0.607,REFINED,GULF_SHORES
1995-04-27,20.48,CRUDE,
1995-04-27,0.646,REFINED,NY_HARBOR
1995-04-27,0.615,REFINED,GULF_SHORES
1995-04-28,20.36,CRUDE,
1995-04-28,0.633,REFINED,GULF_SHORES
1995-04-28,0.65,REFINED,NY_HARBOR
1995-05-01,20.53,CRUDE,
1995-05-01,0.673,REFINED,GULF_SHORES
1995-05-01,0.654,REFINED,NY_HARBOR
1995-05-02,20.18,CRUDE,
1995-05-02,0.656,REFINED,NY_HARBOR
1995-05-02,0.655,REFINED,GULF_SHORES
1995-05-03,19.88,CRUDE,
1995-05-03,0.617,REFINED,GULF_SHORES
1995-05-03,0.642,REFINED,NY_HARBOR
1995-05-04,20.3,CRUDE,
1995-05-04,0.615,REFINED,GULF_SHORES
1995-05-04,0.652,REFINED,NY_HARBOR
1995-05-05,20.33,CRUDE,
1995-05-05,0.624,REFINED,GULF_SHORES
1995-05-05,0.654,REFINED,NY_HARBOR
1995-05-08,20.32,CRUDE,
1995-05-08,0.657,REFINED,NY_HARBOR
1995-05-08,0.627,REFINED,GULF_SHORES
1995-05-09,19.67,CRUDE,
1995-05-09,0.623,REFINED,GULF_SHORES
1995-05-09,0.641,REFINED,NY_HARBOR
1995-05-10,19.76,CRUDE,
1995-05-10,0.637,REFINED,NY_HARBOR
1995-05-10,0.642,REFINED,GULF_SHORES
1995-05-11,19.4,CRUDE,
1995-05-11,0.654,REFINED,GULF_SHORES
1995-05-11,0.632,REFINED,NY_HARBOR
1995-05-12,19.55,CRUDE,
1995-05-12,0.637,REFINED,NY_HARBOR
1995-05-12,0.644,REFINED,GULF_SHORES
1995-05-15,19.91,CRUDE,
1995-05-15,0.658,REFINED,GULF_SHORES
1995-05-15,0.648,REFINED,NY_HARBOR
1995-05-16,20.01,CRUDE,
1995-05-16,0.686,REFINED,GULF_SHORES
1995-05-16,0.659,REFINED,NY_HARBOR
1995-05-17,19.94,CRUDE,
1995-05-17,0.667,REFINED,NY_HARBOR
1995-05-17,0.676,REFINED,GULF_SHORES
1995-05-18,19.99,CRUDE,
1995-05-18,0.664,REFINED,GULF_SHORES
1995-05-18,0.665,REFINED,NY_HARBOR
1995-05-19,20.06,CRUDE,
1995-05-19,0.662,REFINED,NY_HARBOR
1995-05-19,0.655,REFINED,GULF_SHORES
1995-05-22,19.86,CRUDE,
1995-05-22,0.648,REFINED,GULF_SHORES
1995-05-22,0.662,REFINED,NY_HARBOR
1995-05-23,19.81,CRUDE,
1995-05-23,0.634,REFINED,GULF_SHORES
1995-05-23,0.66,REFINED,NY_HARBOR
1995-05-24,19.34,CRUDE,
1995-05-24,0.618,REFINED,GULF_SHORES
1995-05-24,0.643,REFINED,NY_HARBOR
1995-05-25,19.12,CRUDE,
1995-05-25,0.653,REFINED,NY_HARBOR
1995-05-25,0.629,REFINED,GULF_SHORES
1995-05-26,18.7,CRUDE,
1995-05-26,0.636,REFINED,NY_HARBOR
1995-05-26,0.584,REFINED,GULF_SHORES
1995-05-30,18.78,CRUDE,
1995-05-30,0.584,REFINED,GULF_SHORES
1995-05-30,0.627,REFINED,NY_HARBOR
1995-05-31,18.88,CRUDE,
1995-05-31,0.572,REFINED,GULF_SHORES
1995-05-31,0.617,REFINED,NY_HARBOR
1995-06-01,18.89,CRUDE,
1995-06-01,0.608,REFINED,NY_HARBOR
1995-06-01,0.564,REFINED,GULF_SHORES
1995-06-02,19.14,CRUDE,
1995-06-02,0.596,REFINED,GULF_SHORES
1995-06-02,0.621,REFINED,NY_HARBOR
1995-06-05,19.25,CRUDE,
1995-06-05,0.626,REFINED,NY_HARBOR
1995-06-05,0.593,REFINED,GULF_SHORES
1995-06-06,19.16,CRUDE,
1995-06-06,0.587,REFINED,GULF_SHORES
1995-06-06,0.633,REFINED,NY_HARBOR
1995-06-07,19.08,CRUDE,
1995-06-07,0.631,REFINED,NY_HARBOR
1995-06-07,0.58,REFINED,GULF_SHORES
1995-06-08,18.94,CRUDE,
1995-06-08,0.572,REFINED,GULF_SHORES
1995-06-08,0.621,REFINED,NY_HARBOR
1995-06-09,18.83,CRUDE,
1995-06-09,0.564,REFINED,GULF_SHORES
1995-06-09,0.611,REFINED,NY_HARBOR
1995-06-12,18.87,CRUDE,
1995-06-12,0.619,REFINED,NY_HARBOR
1995-06-12,0.569,REFINED,GULF_SHORES
1995-06-13,18.93,CRUDE,
1995-06-13,0.567,REFINED,GULF_SHORES
1995-06-13,0.615,REFINED,NY_HARBOR
1995-06-14,19.05,CRUDE,
1995-06-14,0.619,REFINED,NY_HARBOR
1995-06-14,0.58,REFINED,GULF_SHORES
1995-06-15,18.9,CRUDE,
1995-06-15,0.571,REFINED,GULF_SHORES
1995-06-15,0.621,REFINED,NY_HARBOR
1995-06-16,18.8,CRUDE,
1995-06-16,0.566,REFINED,GULF_SHORES
1995-06-16,0.614,REFINED,NY_HARBOR
1995-06-19,18.23,CRUDE,
1995-06-19,0.598,REFINED,NY_HARBOR
1995-06-19,0.552,REFINED,GULF_SHORES
1995-06-20,18.01,CRUDE,
1995-06-20,0.598,REFINED,NY_HARBOR
1995-06-20,0.552,REFINED,GULF_SHORES
1995-06-21,17.59,CRUDE,
1995-06-21,0.528,REFINED,GULF_SHORES
1995-06-21,0.57,REFINED,NY_HARBOR
1995-06-22,17.76,CRUDE,
1995-06-22,0.571,REFINED,NY_HARBOR
1995-06-22,0.52,REFINED,GULF_SHORES
1995-06-23,17.81,CRUDE,
1995-06-23,0.551,REFINED,NY_HARBOR
1995-06-23,0.5,REFINED,GULF_SHORES
1995-06-26,17.67,CRUDE,
1995-06-26,0.497,REFINED,GULF_SHORES
1995-06-26,0.543,REFINED,NY_HARBOR
1995-06-27,17.95,CRUDE,
1995-06-27,0.556,REFINED,NY_HARBOR
1995-06-27,0.516,REFINED,GULF_SHORES
1995-06-28,17.98,CRUDE,
1995-06-28,0.57,REFINED,NY_HARBOR
1995-06-28,0.529,REFINED,GULF_SHORES
1995-06-29,17.59,CRUDE,
1995-06-29,0.563,REFINED,NY_HARBOR
1995-06-29,0.516,REFINED,GULF_SHORES
1995-06-30,17.38,CRUDE,
1995-06-30,0.56,REFINED,NY_HARBOR
1995-06-30,0.502,REFINED,GULF_SHORES
1995-07-03,17.33,CRUDE,
1995-07-03,0.52,REFINED,NY_HARBOR
1995-07-03,0.502,REFINED,GULF_SHORES
1995-07-05,17.21,CRUDE,
1995-07-05,0.554,REFINED,NY_HARBOR
1995-07-05,0.494,REFINED,GULF_SHORES
1995-07-06,17.42,CRUDE,
1995-07-06,0.551,REFINED,NY_HARBOR
1995-07-06,0.491,REFINED,GULF_SHORES
1995-07-07,17.14,CRUDE,
1995-07-07,0.487,REFINED,GULF_SHORES
1995-07-07,0.534,REFINED,NY_HARBOR
1995-07-10,17.35,CRUDE,
1995-07-10,0.543,REFINED,NY_HARBOR
1995-07-10,0.496,REFINED,GULF_SHORES
1995-07-11,17.31,CRUDE,
1995-07-11,0.537,REFINED,NY_HARBOR
1995-07-11,0.487,REFINED,GULF_SHORES
1995-07-12,17.49,CRUDE,
1995-07-12,0.536,REFINED,NY_HARBOR
1995-07-12,0.491,REFINED,GULF_SHORES
1995-07-13,17.25,CRUDE,
1995-07-13,0.518,REFINED,NY_HARBOR
1995-07-13,0.478,REFINED,GULF_SHORES
1995-07-14,17.32,CRUDE,
1995-07-14,0.489,REFINED,GULF_SHORES
1995-07-14,0.519,REFINED,NY_HARBOR
1995-07-17,17.28,CRUDE,
1995-07-17,0.505,REFINED,NY_HARBOR
1995-07-17,0.484,REFINED,GULF_SHORES
1995-07-18,17.33,CRUDE,
1995-07-18,0.496,REFINED,NY_HARBOR
1995-07-18,0.471,REFINED,GULF_SHORES
1995-07-19,17.33,CRUDE,
1995-07-19,0.466,REFINED,GULF_SHORES
1995-07-19,0.481,REFINED,NY_HARBOR
1995-07-20,17.03,CRUDE,
1995-07-20,0.481,REFINED,NY_HARBOR
1995-07-20,0.463,REFINED,GULF_SHORES
1995-07-21,17.07,CRUDE,
1995-07-21,0.479,REFINED,NY_HARBOR
1995-07-21,0.46,REFINED,GULF_SHORES
1995-07-24,17.17,CRUDE,
1995-07-24,0.475,REFINED,GULF_SHORES
1995-07-24,0.491,REFINED,NY_HARBOR
1995-07-25,17.45,CRUDE,
1995-07-25,0.466,REFINED,GULF_SHORES
1995-07-25,0.485,REFINED,NY_HARBOR
1995-07-26,17.47,CRUDE,
1995-07-26,0.488,REFINED,NY_HARBOR
1995-07-26,0.467,REFINED,GULF_SHORES
1995-07-27,17.51,CRUDE,
1995-07-27,0.497,REFINED,NY_HARBOR
1995-07-27,0.475,REFINED,GULF_SHORES
1995-07-28,17.43,CRUDE,
1995-07-28,0.478,REFINED,GULF_SHORES
1995-07-28,0.499,REFINED,NY_HARBOR
1995-07-31,17.62,CRUDE,
1995-07-31,0.483,REFINED,GULF_SHORES
1995-07-31,0.502,REFINED,NY_HARBOR
1995-08-01,17.59,CRUDE,
1995-08-01,0.487,REFINED,GULF_SHORES
1995-08-01,0.504,REFINED,NY_HARBOR
1995-08-02,17.95,CRUDE,
1995-08-02,0.513,REFINED,NY_HARBOR
1995-08-02,0.493,REFINED,GULF_SHORES
1995-08-03,17.72,CRUDE,
1995-08-03,0.507,REFINED,NY_HARBOR
1995-08-03,0.495,REFINED,GULF_SHORES
1995-08-04,17.74,CRUDE,
1995-08-04,0.51,REFINED,NY_HARBOR
1995-08-04,0.502,REFINED,GULF_SHORES
1995-08-07,17.65,CRUDE,
1995-08-07,0.513,REFINED,NY_HARBOR
1995-08-07,0.503,REFINED,GULF_SHORES
1995-08-08,17.86,CRUDE,
1995-08-08,0.517,REFINED,NY_HARBOR
1995-08-08,0.511,REFINED,GULF_SHORES
1995-08-09,17.77,CRUDE,
1995-08-09,0.517,REFINED,NY_HARBOR
1995-08-09,0.514,REFINED,GULF_SHORES
1995-08-10,17.91,CRUDE,
1995-08-10,0.528,REFINED,NY_HARBOR
1995-08-10,0.525,REFINED,GULF_SHORES
1995-08-11,17.86,CRUDE,
1995-08-11,0.531,REFINED,NY_HARBOR
1995-08-11,0.528,REFINED,GULF_SHORES
1995-08-14,17.48,CRUDE,
1995-08-14,0.544,REFINED,GULF_SHORES
1995-08-14,0.541,REFINED,NY_HARBOR
1995-08-15,17.4,CRUDE,
1995-08-15,0.519,REFINED,GULF_SHORES
1995-08-15,0.534,REFINED,NY_HARBOR
1995-08-16,17.59,CRUDE,
1995-08-16,0.526,REFINED,NY_HARBOR
1995-08-16,0.503,REFINED,GULF_SHORES
1995-08-17,17.65,CRUDE,
1995-08-17,0.53,REFINED,NY_HARBOR
1995-08-17,0.502,REFINED,GULF_SHORES
1995-08-18,17.87,CRUDE,
1995-08-18,0.506,REFINED,GULF_SHORES
1995-08-18,0.53,REFINED,NY_HARBOR
1995-08-21,18.26,CRUDE,
1995-08-21,0.538,REFINED,NY_HARBOR
1995-08-21,0.493,REFINED,GULF_SHORES
1995-08-22,18.54,CRUDE,
1995-08-22,0.551,REFINED,NY_HARBOR
1995-08-22,0.503,REFINED,GULF_SHORES
1995-08-23,18.79,CRUDE,
1995-08-23,0.55,REFINED,NY_HARBOR
1995-08-23,0.503,REFINED,GULF_SHORES
1995-08-24,19.6,CRUDE,
1995-08-24,0.5,REFINED,GULF_SHORES
1995-08-24,0.556,REFINED,NY_HARBOR
1995-08-25,19.91,CRUDE,
1995-08-25,0.498,REFINED,GULF_SHORES
1995-08-25,0.555,REFINED,NY_HARBOR
1995-08-28,17.84,CRUDE,
1995-08-28,0.551,REFINED,NY_HARBOR
1995-08-28,0.486,REFINED,GULF_SHORES
1995-08-29,17.87,CRUDE,
1995-08-29,0.555,REFINED,NY_HARBOR
1995-08-29,0.493,REFINED,GULF_SHORES
1995-08-30,17.74,CRUDE,
1995-08-30,0.559,REFINED,NY_HARBOR
1995-08-30,0.493,REFINED,GULF_SHORES
1995-08-31,17.89,CRUDE,
1995-08-31,0.554,REFINED,NY_HARBOR
1995-08-31,0.495,REFINED,GULF_SHORES
1995-09-01,18.08,CRUDE,
1995-09-01,0.565,REFINED,NY_HARBOR
1995-09-01,0.499,REFINED,GULF_SHORES
1995-09-05,18.49,CRUDE,
1995-09-05,0.525,REFINED,GULF_SHORES
