day,price,petroleum_state,location
1998-08-19,13.21,CRUDE,
1998-08-19,0.395,REFINED,NY_HARBOR
1998-08-19,0.361,REFINED,GULF_SHORES
1998-08-20,13.62,CRUDE,
1998-08-20,0.382,REFINED,GULF_SHORES
1998-08-20,0.406,REFINED,NY_HARBOR
1998-08-21,13.44,CRUDE,
1998-08-21,0.394,REFINED,NY_HARBOR
1998-08-21,0.362,REFINED,GULF_SHORES
1998-08-24,13.78,CRUDE,
1998-08-24,0.371,REFINED,GULF_SHORES
1998-08-24,0.388,REFINED,NY_HARBOR
1998-08-25,13.9,CRUDE,
1998-08-25,0.365,REFINED,GULF_SHORES
1998-08-25,0.387,REFINED,NY_HARBOR
1998-08-26,13.67,CRUDE,
1998-08-26,0.359,REFINED,GULF_SHORES
1998-08-26,0.397,REFINED,NY_HARBOR
1998-08-27,13.35,CRUDE,
1998-08-27,0.392,REFINED,NY_HARBOR
1998-08-27,0.356,REFINED,GULF_SHORES
1998-08-28,13.54,CRUDE,
1998-08-28,0.364,REFINED,GULF_SHORES
1998-08-28,0.4,REFINED,NY_HARBOR
1998-08-31,13.29,CRUDE,
1998-08-31,0.391,REFINED,NY_HARBOR
1998-08-31,0.362,REFINED,GULF_SHORES
1998-09-01,13.62,CRUDE,
1998-09-01,0.4,REFINED,NY_HARBOR
1998-09-01,0.365,REFINED,GULF_SHORES
1998-09-02,13.72,CRUDE,
1998-09-02,0.395,REFINED,NY_HARBOR
1998-09-02,0.366,REFINED,GULF_SHORES
1998-09-03,14.7,CRUDE,
1998-09-03,0.382,REFINED,GULF_SHORES
1998-09-03,0.412,REFINED,NY_HARBOR
1998-09-04,14.59,CRUDE,
1998-09-04,0.406,REFINED,NY_HARBOR
1998-09-04,0.373,REFINED,GULF_SHORES
1998-09-08,14.34,CRUDE,
1998-09-08,0.365,REFINED,GULF_SHORES
1998-09-08,0.397,REFINED,NY_HARBOR
1998-09-09,14.37,CRUDE,
1998-09-09,0.369,REFINED,GULF_SHORES
1998-09-09,0.386,REFINED,NY_HARBOR
1998-09-10,14.71,CRUDE,
1998-09-10,0.386,REFINED,GULF_SHORES
1998-09-10,0.406,REFINED,NY_HARBOR
1998-09-11,14.39,CRUDE,
1998-09-11,0.407,REFINED,NY_HARBOR
1998-09-11,0.385,REFINED,GULF_SHORES
1998-09-14,14.46,CRUDE,
1998-09-14,0.394,REFINED,GULF_SHORES
1998-09-14,0.434,REFINED,NY_HARBOR
1998-09-15,14.72,CRUDE,
1998-09-15,0.408,REFINED,GULF_SHORES
1998-09-15,0.427,REFINED,NY_HARBOR
1998-09-16,14.6,CRUDE,
1998-09-16,0.402,REFINED,GULF_SHORES
1998-09-16,0.42,REFINED,NY_HARBOR
1998-09-17,15.07,CRUDE,
1998-09-17,0.425,REFINED,NY_HARBOR
1998-09-17,0.408,REFINED,GULF_SHORES
1998-09-18,15.53,CRUDE,
1998-09-18,0.408,REFINED,GULF_SHORES
1998-09-18,0.425,REFINED,NY_HARBOR
1998-09-21,15.58,CRUDE,
1998-09-21,0.448,REFINED,NY_HARBOR
1998-09-21,0.425,REFINED,GULF_SHORES
1998-09-22,15.73,CRUDE,
1998-09-22,0.433,REFINED,GULF_SHORES
1998-09-22,0.458,REFINED,NY_HARBOR
1998-09-23,15.8,CRUDE,
1998-09-23,0.453,REFINED,NY_HARBOR
1998-09-23,0.421,REFINED,GULF_SHORES
1998-09-24,15.99,CRUDE,
1998-09-24,0.425,REFINED,GULF_SHORES
1998-09-24,0.46,REFINED,NY_HARBOR
1998-09-25,15.8,CRUDE,
1998-09-25,0.423,REFINED,GULF_SHORES
1998-09-25,0.458,REFINED,NY_HARBOR
1998-09-28,15.74,CRUDE,
1998-09-28,0.459,REFINED,NY_HARBOR
1998-09-28,0.435,REFINED,GULF_SHORES
1998-09-29,16.01,CRUDE,
1998-09-29,0.46,REFINED,NY_HARBOR
1998-09-29,0.439,REFINED,GULF_SHORES
1998-09-30,16.19,CRUDE,
1998-09-30,0.469,REFINED,NY_HARBOR
1998-09-30,0.457,REFINED,GULF_SHORES
1998-10-01,15.52,CRUDE,
1998-10-01,0.456,REFINED,NY_HARBOR
1998-10-01,0.451,REFINED,GULF_SHORES
1998-10-02,15.71,CRUDE,
1998-10-02,0.451,REFINED,GULF_SHORES
1998-10-02,0.456,REFINED,NY_HARBOR
1998-10-05,15.24,CRUDE,
1998-10-05,0.471,REFINED,GULF_SHORES
1998-10-05,0.47,REFINED,NY_HARBOR
1998-10-06,15.6,CRUDE,
1998-10-06,0.473,REFINED,NY_HARBOR
1998-10-06,0.476,REFINED,GULF_SHORES
1998-10-07,15.03,CRUDE,
1998-10-07,0.448,REFINED,NY_HARBOR
1998-10-07,0.439,REFINED,GULF_SHORES
1998-10-08,14.57,CRUDE,
1998-10-08,0.405,REFINED,GULF_SHORES
1998-10-08,0.426,REFINED,NY_HARBOR
1998-10-09,14.64,CRUDE,
1998-10-09,0.423,REFINED,NY_HARBOR
1998-10-09,0.408,REFINED,GULF_SHORES
1998-10-12,14.47,CRUDE,
1998-10-12,0.419,REFINED,NY_HARBOR
1998-10-12,0.398,REFINED,GULF_SHORES
1998-10-13,14.27,CRUDE,
1998-10-13,0.423,REFINED,NY_HARBOR
1998-10-13,0.404,REFINED,GULF_SHORES
1998-10-14,14.09,CRUDE,
1998-10-14,0.426,REFINED,NY_HARBOR
1998-10-14,0.411,REFINED,GULF_SHORES
1998-10-15,14.08,CRUDE,
1998-10-15,0.425,REFINED,NY_HARBOR
1998-10-15,0.415,REFINED,GULF_SHORES
1998-10-16,14.16,CRUDE,
1998-10-16,0.425,REFINED,NY_HARBOR
1998-10-16,0.416,REFINED,GULF_SHORES
1998-10-19,13.39,CRUDE,
1998-10-19,0.407,REFINED,NY_HARBOR
1998-10-19,0.39,REFINED,GULF_SHORES
1998-10-20,13.45,CRUDE,
1998-10-20,0.416,REFINED,NY_HARBOR
1998-10-20,0.394,REFINED,GULF_SHORES
1998-10-21,14.14,CRUDE,
1998-10-21,0.435,REFINED,NY_HARBOR
1998-10-21,0.4,REFINED,GULF_SHORES
1998-10-22,14,CRUDE,
1998-10-22,0.387,REFINED,GULF_SHORES
1998-10-22,0.427,REFINED,NY_HARBOR
1998-10-23,14.06,CRUDE,
1998-10-23,0.394,REFINED,GULF_SHORES
1998-10-23,0.427,REFINED,NY_HARBOR
1998-10-26,14.39,CRUDE,
1998-10-26,0.442,REFINED,NY_HARBOR
1998-10-26,0.409,REFINED,GULF_SHORES
1998-10-27,14.19,CRUDE,
1998-10-27,0.395,REFINED,GULF_SHORES
1998-10-27,0.43,REFINED,NY_HARBOR
1998-10-28,14.35,CRUDE,
1998-10-28,0.401,REFINED,GULF_SHORES
1998-10-28,0.441,REFINED,NY_HARBOR
1998-10-29,14.31,CRUDE,
1998-10-29,0.439,REFINED,NY_HARBOR
1998-10-29,0.398,REFINED,GULF_SHORES
1998-10-30,14.48,CRUDE,
1998-10-30,0.435,REFINED,NY_HARBOR
1998-10-30,0.398,REFINED,GULF_SHORES
1998-11-02,14.45,CRUDE,
1998-11-02,0.392,REFINED,GULF_SHORES
1998-11-02,0.443,REFINED,NY_HARBOR
1998-11-03,14.24,CRUDE,
1998-11-03,0.437,REFINED,NY_HARBOR
1998-11-03,0.388,REFINED,GULF_SHORES
1998-11-04,14.09,CRUDE,
1998-11-04,0.43,REFINED,NY_HARBOR
1998-11-04,0.38,REFINED,GULF_SHORES
1998-11-05,13.93,CRUDE,
1998-11-05,0.371,REFINED,GULF_SHORES
1998-11-05,0.422,REFINED,NY_HARBOR
1998-11-06,13.93,CRUDE,
1998-11-06,0.418,REFINED,NY_HARBOR
1998-11-06,0.365,REFINED,GULF_SHORES
1998-11-09,13.39,CRUDE,
1998-11-09,0.389,REFINED,NY_HARBOR
1998-11-09,0.351,REFINED,GULF_SHORES
1998-11-10,13.54,CRUDE,
1998-11-10,0.353,REFINED,GULF_SHORES
1998-11-10,0.393,REFINED,NY_HARBOR
1998-11-11,13.63,CRUDE,
1998-11-11,0.385,REFINED,NY_HARBOR
1998-11-11,0.336,REFINED,GULF_SHORES
1998-11-12,14.04,CRUDE,
1998-11-12,0.391,REFINED,NY_HARBOR
1998-11-12,0.349,REFINED,GULF_SHORES
1998-11-13,13.57,CRUDE,
1998-11-13,0.382,REFINED,NY_HARBOR
1998-11-13,0.342,REFINED,GULF_SHORES
1998-11-16,12.81,CRUDE,
1998-11-16,0.367,REFINED,NY_HARBOR
1998-11-16,0.33,REFINED,GULF_SHORES
1998-11-17,12.46,CRUDE,
1998-11-17,0.299,REFINED,GULF_SHORES
1998-11-17,0.341,REFINED,NY_HARBOR
1998-11-18,12.33,CRUDE,
1998-11-18,0.305,REFINED,GULF_SHORES
1998-11-18,0.33,REFINED,NY_HARBOR
1998-11-19,12.21,CRUDE,
1998-11-19,0.338,REFINED,NY_HARBOR
1998-11-19,0.311,REFINED,GULF_SHORES
1998-11-20,12.2,CRUDE,
1998-11-20,0.344,REFINED,NY_HARBOR
1998-11-20,0.319,REFINED,GULF_SHORES
1998-11-23,12.51,CRUDE,
1998-11-23,0.304,REFINED,GULF_SHORES
1998-11-23,0.328,REFINED,NY_HARBOR
1998-11-24,11.48,CRUDE,
1998-11-24,0.314,REFINED,NY_HARBOR
1998-11-24,0.289,REFINED,GULF_SHORES
1998-11-25,10.86,CRUDE,
1998-11-25,0.314,REFINED,NY_HARBOR
1998-11-30,11.37,CRUDE,
1998-11-30,0.283,REFINED,GULF_SHORES
1998-11-30,0.303,REFINED,NY_HARBOR
1998-12-01,11.27,CRUDE,
1998-12-01,0.292,REFINED,GULF_SHORES
1998-12-01,0.298,REFINED,NY_HARBOR
1998-12-02,11.31,CRUDE,
1998-12-02,0.292,REFINED,GULF_SHORES
1998-12-02,0.301,REFINED,NY_HARBOR
1998-12-03,11.25,CRUDE,
1998-12-03,0.295,REFINED,NY_HARBOR
1998-12-03,0.285,REFINED,GULF_SHORES
1998-12-04,11.2,CRUDE,
1998-12-04,0.291,REFINED,NY_HARBOR
1998-12-04,0.282,REFINED,GULF_SHORES
1998-12-07,11.61,CRUDE,
1998-12-07,0.299,REFINED,NY_HARBOR
1998-12-07,0.29,REFINED,GULF_SHORES
1998-12-08,11.33,CRUDE,
1998-12-08,0.286,REFINED,GULF_SHORES
1998-12-08,0.294,REFINED,NY_HARBOR
1998-12-09,11.2,CRUDE,
1998-12-09,0.296,REFINED,NY_HARBOR
1998-12-09,0.294,REFINED,GULF_SHORES
1998-12-10,10.82,CRUDE,
1998-12-10,0.291,REFINED,NY_HARBOR
1998-12-10,0.291,REFINED,GULF_SHORES
1998-12-11,10.86,CRUDE,
1998-12-11,0.297,REFINED,NY_HARBOR
1998-12-11,0.292,REFINED,GULF_SHORES
1998-12-14,11.3,CRUDE,
1998-12-14,0.31,REFINED,NY_HARBOR
1998-12-14,0.302,REFINED,GULF_SHORES
1998-12-15,11.64,CRUDE,
1998-12-15,0.317,REFINED,NY_HARBOR
1998-12-15,0.311,REFINED,GULF_SHORES
1998-12-16,12.55,CRUDE,
1998-12-16,0.333,REFINED,GULF_SHORES
1998-12-16,0.345,REFINED,NY_HARBOR
1998-12-17,11.05,CRUDE,
1998-12-17,0.298,REFINED,GULF_SHORES
1998-12-17,0.315,REFINED,NY_HARBOR
1998-12-18,10.95,CRUDE,
1998-12-18,0.293,REFINED,GULF_SHORES
1998-12-18,0.312,REFINED,NY_HARBOR
1998-12-21,10.86,CRUDE,
1998-12-21,0.278,REFINED,GULF_SHORES
1998-12-21,0.303,REFINED,NY_HARBOR
1998-12-22,10.99,CRUDE,
1998-12-22,0.295,REFINED,NY_HARBOR
1998-12-22,0.279,REFINED,GULF_SHORES
1998-12-23,11.12,CRUDE,
1998-12-23,0.276,REFINED,GULF_SHORES
1998-12-23,0.294,REFINED,NY_HARBOR
1998-12-24,11.03,CRUDE,
1998-12-24,0.275,REFINED,GULF_SHORES
1998-12-24,0.293,REFINED,NY_HARBOR
1998-12-28,11.59,CRUDE,
1998-12-28,0.294,REFINED,GULF_SHORES
1998-12-28,0.314,REFINED,NY_HARBOR
1998-12-29,11.82,CRUDE,
1998-12-29,0.336,REFINED,NY_HARBOR
1998-12-29,0.313,REFINED,GULF_SHORES
1998-12-30,11.75,CRUDE,
1998-12-30,0.299,REFINED,GULF_SHORES
1998-12-30,0.33,REFINED,NY_HARBOR
1998-12-31,12.14,CRUDE,
1998-12-31,0.309,REFINED,GULF_SHORES
1998-12-31,0.332,REFINED,NY_HARBOR
1999-01-04,12.42,CRUDE,
1999-01-04,0.331,REFINED,GULF_SHORES
1999-01-04,0.352,REFINED,NY_HARBOR
1999-01-05,12.04,CRUDE,
1999-01-05,0.325,REFINED,GULF_SHORES
1999-01-05,0.345,REFINED,NY_HARBOR
1999-01-06,12.84,CRUDE,
1999-01-06,0.343,REFINED,GULF_SHORES
1999-01-06,0.363,REFINED,NY_HARBOR
1999-01-07,12.99,CRUDE,
1999-01-07,0.367,REFINED,NY_HARBOR
1999-01-07,0.345,REFINED,GULF_SHORES
1999-01-08,13.06,CRUDE,
1999-01-08,0.342,REFINED,GULF_SHORES
1999-01-08,0.363,REFINED,NY_HARBOR
1999-01-11,13.43,CRUDE,
1999-01-11,0.375,REFINED,NY_HARBOR
1999-01-11,0.354,REFINED,GULF_SHORES
1999-01-12,12.91,CRUDE,
1999-01-12,0.358,REFINED,NY_HARBOR
1999-01-12,0.34,REFINED,GULF_SHORES
1999-01-13,12.33,CRUDE,
1999-01-13,0.348,REFINED,NY_HARBOR
1999-01-13,0.323,REFINED,GULF_SHORES
1999-01-14,12.23,CRUDE,
1999-01-14,0.341,REFINED,NY_HARBOR
1999-01-14,0.319,REFINED,GULF_SHORES
1999-01-15,12.21,CRUDE,
1999-01-15,0.334,REFINED,NY_HARBOR
1999-01-15,0.313,REFINED,GULF_SHORES
1999-01-19,12.13,CRUDE,
1999-01-19,0.316,REFINED,GULF_SHORES
1999-01-19,0.328,REFINED,NY_HARBOR
1999-01-20,11.82,CRUDE,
1999-01-20,0.314,REFINED,NY_HARBOR
1999-01-20,0.308,REFINED,GULF_SHORES
1999-01-21,12.45,CRUDE,
1999-01-21,0.314,REFINED,GULF_SHORES
1999-01-21,0.324,REFINED,NY_HARBOR
1999-01-22,12.62,CRUDE,
1999-01-22,0.317,REFINED,GULF_SHORES
1999-01-22,0.328,REFINED,NY_HARBOR
1999-01-25,12.41,CRUDE,
1999-01-25,0.309,REFINED,GULF_SHORES
1999-01-25,0.325,REFINED,NY_HARBOR
1999-01-26,12.16,CRUDE,
1999-01-26,0.3,REFINED,GULF_SHORES
1999-01-26,0.32,REFINED,NY_HARBOR
1999-01-27,12.4,CRUDE,
1999-01-27,0.313,REFINED,GULF_SHORES
1999-01-27,0.333,REFINED,NY_HARBOR
1999-01-28,12.52,CRUDE,
1999-01-28,0.344,REFINED,NY_HARBOR
1999-01-28,0.322,REFINED,GULF_SHORES
1999-01-29,12.81,CRUDE,
1999-01-29,0.353,REFINED,NY_HARBOR
1999-01-29,0.328,REFINED,GULF_SHORES
1999-02-01,12.36,CRUDE,
1999-02-01,0.333,REFINED,GULF_SHORES
1999-02-01,0.337,REFINED,NY_HARBOR
1999-02-02,12.21,CRUDE,
1999-02-02,0.338,REFINED,NY_HARBOR
1999-02-02,0.336,REFINED,GULF_SHORES
1999-02-03,12.42,CRUDE,
1999-02-03,0.337,REFINED,GULF_SHORES
1999-02-03,0.343,REFINED,NY_HARBOR
1999-02-04,11.94,CRUDE,
1999-02-04,0.317,REFINED,GULF_SHORES
1999-02-04,0.325,REFINED,NY_HARBOR
1999-02-05,11.85,CRUDE,
1999-02-05,0.307,REFINED,GULF_SHORES
1999-02-05,0.32,REFINED,NY_HARBOR
1999-02-08,11.65,CRUDE,
1999-02-08,0.307,REFINED,GULF_SHORES
1999-02-08,0.317,REFINED,NY_HARBOR
1999-02-09,11.66,CRUDE,
1999-02-09,0.299,REFINED,GULF_SHORES
1999-02-09,0.31,REFINED,NY_HARBOR
1999-02-10,11.88,CRUDE,
1999-02-10,0.308,REFINED,NY_HARBOR
1999-02-10,0.287,REFINED,GULF_SHORES
1999-02-11,11.94,CRUDE,
1999-02-11,0.284,REFINED,GULF_SHORES
1999-02-11,0.302,REFINED,NY_HARBOR
1999-02-12,11.9,CRUDE,
1999-02-12,0.3,REFINED,NY_HARBOR
1999-02-12,0.28,REFINED,GULF_SHORES
1999-02-16,11.38,CRUDE,
1999-02-16,0.27,REFINED,GULF_SHORES
1999-02-16,0.29,REFINED,NY_HARBOR
1999-02-17,11.49,CRUDE,
1999-02-17,0.299,REFINED,NY_HARBOR
1999-02-17,0.279,REFINED,GULF_SHORES
1999-02-18,11.97,CRUDE,
1999-02-18,0.306,REFINED,NY_HARBOR
1999-02-18,0.289,REFINED,GULF_SHORES
1999-02-19,11.79,CRUDE,
1999-02-19,0.305,REFINED,NY_HARBOR
1999-02-19,0.275,REFINED,GULF_SHORES
1999-02-22,11.97,CRUDE,
1999-02-22,0.311,REFINED,NY_HARBOR
1999-02-22,0.285,REFINED,GULF_SHORES
1999-02-23,12.44,CRUDE,
1999-02-23,0.313,REFINED,NY_HARBOR
1999-02-23,0.31,REFINED,GULF_SHORES
1999-02-24,12.49,CRUDE,
1999-02-24,0.316,REFINED,NY_HARBOR
1999-02-24,0.318,REFINED,GULF_SHORES
1999-02-25,12.61,CRUDE,
1999-02-25,0.345,REFINED,NY_HARBOR
1999-02-25,0.318,REFINED,GULF_SHORES
1999-02-26,12.31,CRUDE,
1999-02-26,0.336,REFINED,NY_HARBOR
1999-02-26,0.307,REFINED,GULF_SHORES
1999-03-01,12.28,CRUDE,
1999-03-01,0.304,REFINED,GULF_SHORES
1999-03-01,0.339,REFINED,NY_HARBOR
1999-03-02,12.66,CRUDE,
1999-03-02,0.304,REFINED,GULF_SHORES
1999-03-02,0.349,REFINED,NY_HARBOR
1999-03-03,12.92,CRUDE,
1999-03-03,0.361,REFINED,NY_HARBOR
1999-03-03,0.322,REFINED,GULF_SHORES
1999-03-04,13.32,CRUDE,
1999-03-04,0.344,REFINED,GULF_SHORES
1999-03-04,0.373,REFINED,NY_HARBOR
1999-03-05,13.33,CRUDE,
1999-03-05,0.357,REFINED,GULF_SHORES
1999-03-05,0.38,REFINED,NY_HARBOR
1999-03-08,13.63,CRUDE,
1999-03-08,0.384,REFINED,GULF_SHORES
1999-03-08,0.389,REFINED,NY_HARBOR
1999-03-09,13.78,CRUDE,
1999-03-09,0.385,REFINED,NY_HARBOR
1999-03-09,0.384,REFINED,GULF_SHORES
1999-03-10,14.74,CRUDE,
1999-03-10,0.411,REFINED,GULF_SHORES
1999-03-10,0.408,REFINED,NY_HARBOR
1999-03-11,14.3,CRUDE,
1999-03-11,0.404,REFINED,NY_HARBOR
1999-03-11,0.41,REFINED,GULF_SHORES
1999-03-12,14.51,CRUDE,
1999-03-12,0.416,REFINED,NY_HARBOR
1999-03-12,0.425,REFINED,GULF_SHORES
1999-03-15,14.48,CRUDE,
1999-03-15,0.42,REFINED,GULF_SHORES
1999-03-15,0.418,REFINED,NY_HARBOR
1999-03-16,14.6,CRUDE,
1999-03-16,0.424,REFINED,GULF_SHORES
1999-03-16,0.418,REFINED,NY_HARBOR
1999-03-17,15.11,CRUDE,
1999-03-17,0.437,REFINED,NY_HARBOR
1999-03-17,0.443,REFINED,GULF_SHORES
1999-03-18,15.11,CRUDE,
1999-03-18,0.437,REFINED,NY_HARBOR
1999-03-18,0.443,REFINED,GULF_SHORES
1999-03-19,15.26,CRUDE,
1999-03-19,0.443,REFINED,GULF_SHORES
1999-03-19,0.437,REFINED,NY_HARBOR
1999-03-22,15.39,CRUDE,
1999-03-22,0.446,REFINED,NY_HARBOR
1999-03-22,0.445,REFINED,GULF_SHORES
1999-03-23,15.36,CRUDE,
1999-03-23,0.456,REFINED,GULF_SHORES
1999-03-23,0.454,REFINED,NY_HARBOR
1999-03-24,15.18,CRUDE,
1999-03-24,0.442,REFINED,NY_HARBOR
1999-03-24,0.447,REFINED,GULF_SHORES
1999-03-25,15.66,CRUDE,
1999-03-25,0.464,REFINED,GULF_SHORES
1999-03-25,0.444,REFINED,NY_HARBOR
1999-03-26,16.16,CRUDE,
1999-03-26,0.472,REFINED,NY_HARBOR
1999-03-26,0.493,REFINED,GULF_SHORES
1999-03-29,16.46,CRUDE,
1999-03-29,0.487,REFINED,NY_HARBOR
1999-03-29,0.495,REFINED,GULF_SHORES
1999-03-30,16.66,CRUDE,
1999-03-30,0.499,REFINED,GULF_SHORES
1999-03-30,0.51,REFINED,NY_HARBOR
1999-03-31,16.66,CRUDE,
1999-03-31,0.531,REFINED,NY_HARBOR
1999-03-31,0.503,REFINED,GULF_SHORES
1999-04-01,16.65,CRUDE,
1999-04-01,0.504,REFINED,GULF_SHORES
1999-04-01,0.519,REFINED,NY_HARBOR
1999-04-05,16.94,CRUDE,
1999-04-05,0.519,REFINED,GULF_SHORES
1999-04-05,0.529,REFINED,NY_HARBOR
1999-04-06,16.79,CRUDE,
1999-04-06,0.524,REFINED,NY_HARBOR
1999-04-06,0.511,REFINED,GULF_SHORES
1999-04-07,16.02,CRUDE,
1999-04-07,0.478,REFINED,GULF_SHORES
1999-04-07,0.491,REFINED,NY_HARBOR
1999-04-08,15.92,CRUDE,
1999-04-08,0.473,REFINED,GULF_SHORES
1999-04-08,0.497,REFINED,NY_HARBOR
1999-04-09,16.59,CRUDE,
1999-04-09,0.485,REFINED,NY_HARBOR
1999-04-09,0.481,REFINED,GULF_SHORES
1999-04-12,16.44,CRUDE,
1999-04-12,0.487,REFINED,NY_HARBOR
1999-04-12,0.484,REFINED,GULF_SHORES
1999-04-13,16.73,CRUDE,
1999-04-13,0.496,REFINED,GULF_SHORES
1999-04-13,0.492,REFINED,NY_HARBOR
1999-04-14,16.51,CRUDE,
1999-04-14,0.478,REFINED,NY_HARBOR
1999-04-14,0.48,REFINED,GULF_SHORES
1999-04-15,16.85,CRUDE,
1999-04-15,0.493,REFINED,NY_HARBOR
1999-04-15,0.492,REFINED,GULF_SHORES
1999-04-16,17.34,CRUDE,
1999-04-16,0.5,REFINED,NY_HARBOR
1999-04-16,0.5,REFINED,GULF_SHORES
1999-04-19,17.82,CRUDE,
1999-04-19,0.507,REFINED,GULF_SHORES
1999-04-19,0.5,REFINED,NY_HARBOR
1999-04-20,17.79,CRUDE,
1999-04-20,0.498,REFINED,GULF_SHORES
1999-04-20,0.492,REFINED,NY_HARBOR
1999-04-21,18.05,CRUDE,
1999-04-21,0.489,REFINED,NY_HARBOR
1999-04-21,0.495,REFINED,GULF_SHORES
1999-04-22,18.02,CRUDE,
1999-04-22,0.492,REFINED,NY_HARBOR
1999-04-22,0.502,REFINED,GULF_SHORES
1999-04-23,17.96,CRUDE,
1999-04-23,0.498,REFINED,GULF_SHORES
1999-04-23,0.492,REFINED,NY_HARBOR
1999-04-26,17.67,CRUDE,
1999-04-26,0.497,REFINED,GULF_SHORES
1999-04-26,0.49,REFINED,NY_HARBOR
1999-04-27,17.82,CRUDE,
1999-04-27,0.498,REFINED,GULF_SHORES
1999-04-27,0.501,REFINED,NY_HARBOR
1999-04-28,18.43,CRUDE,
1999-04-28,0.508,REFINED,GULF_SHORES
1999-04-28,0.512,REFINED,NY_HARBOR
1999-04-29,18.53,CRUDE,
1999-04-29,0.527,REFINED,NY_HARBOR
1999-04-29,0.52,REFINED,GULF_SHORES
1999-04-30,18.69,CRUDE,
1999-04-30,0.524,REFINED,GULF_SHORES
1999-04-30,0.527,REFINED,NY_HARBOR
1999-05-03,18.83,CRUDE,
1999-05-03,0.526,REFINED,GULF_SHORES
1999-05-03,0.528,REFINED,NY_HARBOR
1999-05-04,18.94,CRUDE,
1999-05-04,0.522,REFINED,GULF_SHORES
1999-05-04,0.536,REFINED,NY_HARBOR
1999-05-05,18.89,CRUDE,
1999-05-05,0.535,REFINED,NY_HARBOR
1999-05-05,0.531,REFINED,GULF_SHORES
1999-05-06,18.23,CRUDE,
1999-05-06,0.518,REFINED,NY_HARBOR
1999-05-06,0.509,REFINED,GULF_SHORES
1999-05-07,18.23,CRUDE,
1999-05-07,0.495,REFINED,GULF_SHORES
1999-05-07,0.507,REFINED,NY_HARBOR
1999-05-10,18.57,CRUDE,
1999-05-10,0.505,REFINED,GULF_SHORES
1999-05-10,0.517,REFINED,NY_HARBOR
1999-05-11,17.84,CRUDE,
1999-05-11,0.499,REFINED,NY_HARBOR
1999-05-11,0.484,REFINED,GULF_SHORES
1999-05-12,17.44,CRUDE,
1999-05-12,0.476,REFINED,GULF_SHORES
1999-05-12,0.492,REFINED,NY_HARBOR
1999-05-13,18.11,CRUDE,
1999-05-13,0.479,REFINED,GULF_SHORES
1999-05-13,0.501,REFINED,NY_HARBOR
1999-05-14,18.04,CRUDE,
1999-05-14,0.479,REFINED,GULF_SHORES
1999-05-14,0.495,REFINED,NY_HARBOR
1999-05-17,17.76,CRUDE,
1999-05-17,0.478,REFINED,NY_HARBOR
1999-05-17,0.469,REFINED,GULF_SHORES
1999-05-18,17.09,CRUDE,
1999-05-18,0.461,REFINED,NY_HARBOR
1999-05-18,0.453,REFINED,GULF_SHORES
1999-05-19,16.77,CRUDE,
1999-05-19,0.465,REFINED,GULF_SHORES
1999-05-19,0.462,REFINED,NY_HARBOR
1999-05-20,17.04,CRUDE,
1999-05-20,0.469,REFINED,NY_HARBOR
1999-05-20,0.473,REFINED,GULF_SHORES
1999-05-21,17.22,CRUDE,
1999-05-21,0.476,REFINED,NY_HARBOR
1999-05-21,0.477,REFINED,GULF_SHORES
1999-05-24,16.77,CRUDE,
1999-05-24,0.461,REFINED,NY_HARBOR
1999-05-24,0.46,REFINED,GULF_SHORES
1999-05-25,17.25,CRUDE,
1999-05-25,0.47,REFINED,GULF_SHORES
1999-05-25,0.472,REFINED,NY_HARBOR
1999-05-26,17.32,CRUDE,
1999-05-26,0.473,REFINED,GULF_SHORES
1999-05-26,0.481,REFINED,NY_HARBOR
1999-05-27,17.18,CRUDE,
1999-05-27,0.48,REFINED,NY_HARBOR
1999-05-27,0.466,REFINED,GULF_SHORES
1999-05-28,16.85,CRUDE,
1999-05-28,0.47,REFINED,NY_HARBOR
1999-05-28,0.456,REFINED,GULF_SHORES
1999-06-01,16.31,CRUDE,
1999-06-01,0.448,REFINED,NY_HARBOR
1999-06-01,0.444,REFINED,GULF_SHORES
1999-06-02,16.61,CRUDE,
1999-06-02,0.457,REFINED,GULF_SHORES
1999-06-02,0.456,REFINED,NY_HARBOR
1999-06-03,16.81,CRUDE,
1999-06-03,0.458,REFINED,NY_HARBOR
1999-06-03,0.456,REFINED,GULF_SHORES
1999-06-04,17.36,CRUDE,
1999-06-04,0.47,REFINED,GULF_SHORES
1999-06-04,0.472,REFINED,NY_HARBOR
1999-06-07,17.91,CRUDE,
1999-06-07,0.484,REFINED,NY_HARBOR
1999-06-07,0.481,REFINED,GULF_SHORES
1999-06-08,17.66,CRUDE,
1999-06-08,0.482,REFINED,GULF_SHORES
1999-06-08,0.486,REFINED,NY_HARBOR
1999-06-09,17.98,CRUDE,
1999-06-09,0.493,REFINED,GULF_SHORES
1999-06-09,0.487,REFINED,NY_HARBOR
1999-06-10,17.82,CRUDE,
1999-06-10,0.48,REFINED,NY_HARBOR
1999-06-10,0.483,REFINED,GULF_SHORES
1999-06-11,18.45,CRUDE,
1999-06-11,0.497,REFINED,GULF_SHORES
1999-06-11,0.501,REFINED,NY_HARBOR
1999-06-14,18.24,CRUDE,
1999-06-14,0.496,REFINED,NY_HARBOR
1999-06-14,0.49,REFINED,GULF_SHORES
1999-06-15,18.61,CRUDE,
1999-06-15,0.495,REFINED,GULF_SHORES
1999-06-15,0.509,REFINED,NY_HARBOR
